      1.87500      0.73727    114.88852   4495.92632      0.00000      9.63098      0.00000
      1.90000      0.73727    114.88852   4495.92631      0.00000      9.63098      0.00000
      1.92500      0.73727    114.88852   4495.92630      0.00000      9.63098      0.00000
      1.95000      0.73727    114.88852   4495.92629      0.00000      9.63098      0.00000
      1.97500      0.73727    114.88852   4495.92629      0.00000      9.63098      0.00000
      2.00000      0.73727    114.88852   4495.92628      0.00000      9.63098      0.00000
      2.02500      0.73727    114.88852   4495.92628      0.00000      9.63098      0.00000
      2.05000      0.73727    114.88852   4495.92628      0.00000      9.63098      0.00000
      2.07500      0.73727    114.88852   4495.92628      0.00000      9.63098      0.00000
      2.10000      0.73727    114.88852   4495.92628      0.00000      9.63098      0.00000
      2.12500      0.73727    114.88852   4495.92627      0.00000      9.63098      0.00000
      2.15000      0.73727    114.88852   4495.92627      0.00000      9.63099      0.00000
      2.17500      0.73727    114.88852   4495.92627      0.00000      9.63098      0.00000
      2.20000      0.73727    114.88852   4495.92627      0.00000      9.63098      0.00000
      2.22500      0.73727    114.88852   4495.92627      0.00000      9.63099      0.00000
      2.25000      0.73727    114.88852   4495.92627      0.00000      9.63097      0.00000
      2.27500      0.73727    114.88852   4495.92627      0.00000      9.63098      0.00000
      2.30000      0.73727    114.88852   4495.92627      0.00000      9.63098      0.00000
      2.32500      0.73727    114.88852   4495.92627      0.00000      9.63100      0.00000
      2.35000      0.73727    114.88852   4495.92627      0.00000      9.63098      0.00000
      2.37500      0.73727    114.88852   4495.92627      0.00000      9.63098      0.00000
      2.40000      0.73727    114.88852   4495.92627      0.00000      9.63095      0.00000
      2.42500      0.73727    114.88852   4495.92627      0.00000      9.63100      0.00000
      2.45000      0.73727    114.88852   4495.92627      0.00000      9.63098      0.00000
      2.47500      0.73727    114.88852   4495.92627      0.00000      9.63104      0.00000
      2.50000      0.73727    114.88852   4495.92627      0.00000      9.63095      0.00000
